Id,Incident_Id,Incident_Number,Incident_Date,Incident_Dayofmonth,Incident_Month_Number,Incident_Month_Name,Incident_Dayofweek_number,Incident_Dayofweek_name,Incident_Year,Incident_Time,Incident_Hour,Report_Date,Report_Dayofmonth,Report_Month_Number,Report_Month_Name,Report_Dayofweek_number,Report_Dayofweek_name,Report_Year,Report_time,Report_Hour,Incident_Code,Incident_Category,Incident_Subcategory,Incident_Description,Report_Type_Code,Report_Type_Description,Filed_Online,Police_District,Resolution,Latitude,Longitude,Point,Neighborhood,Intersection
284,1257164,220726690,2022-10-23T00:00:00,23,10,October,6,Sunday,2022,16:00:00,16,2022-10-23T00:00:00,23,10,October,6,Sunday,2022,16:31:00,16:31:00,71000,Property Crimes,Lost Property,Lost Property,CS,Coplogic Supplement,1,Bayview,Open or Active,37.7558407,-122.3987998,POINT (-122.39879980631304 37.75584069959303),Potrero Hill,WISCONSIN ST \ MADERA ST
285,1257357,230205151,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,18:20:00,18,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,20:20:00,20:20:00,6244,Property Crimes,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",II,Initial,0,Central,Open or Active,37.80624125,-122.4187819,POINT (-122.41878185632008 37.80624124805435),North Beach,COLUMBUS AVE \ LEAVENWORTH ST
286,1257114,236032934,2023-02-18T00:00:00,18,2,February,5,Saturday,2023,01:00:00,1,2023-02-20T00:00:00,20,2,February,0,Monday,2023,13:09:00,13:09:00,6244,Property Crimes,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",CI,Coplogic Initial,1,Bayview,Open or Active,37.76325389,-122.4063056,POINT (-122.40630557193332 37.76325388611961),Mission,UTAH ST \ MARIPOSA ST
287,1256955,230203252,2023-03-22T00:00:00,22,3,March,2,Wednesday,2023,17:00:00,17,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,02:30:00,02:30:00,7021,Vehicle Theft and Recovery,Motor Vehicle Theft,"Vehicle, Stolen, Auto",VI,Vehicle Initial,0,Mission,Open or Active,37.75556828,-122.4165666,POINT (-122.41656664194113 37.7555682772331),Mission,SOUTH VAN NESS AVE \ 22ND ST
288,1257006,226238675,2022-12-03T00:00:00,3,12,December,5,Saturday,2022,04:00:00,4,2022-12-05T00:00:00,5,12,December,0,Monday,2022,15:11:00,15:11:00,6374,Property Crimes,Larceny Theft - Other,"Theft, Other Property, >$950",CI,Coplogic Initial,1,Bayview,Open or Active,37.75635659,-122.3891063,POINT (-122.38910633443741 37.75635658564954),Potrero Hill,TUBBS ST \ TENNESSEE ST
289,1256965,230203337,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,03:35:00,3,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,03:35:00,03:35:00,4011,Assault,Aggravated Assault,"Assault, Aggravated, W/ Gun",II,Initial,0,Southern,Open or Active,37.77543698,-122.4137182,POINT (-122.4137181543595 37.77543698128962),South of Market,09TH ST \ NATOMA ST
290,1257201,230203553,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,07:25:00,7,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,07:34:00,07:34:00,4013,Assault,Aggravated Assault,"Assault, Aggravated, W/ Other Weapon",II,Initial,0,Bayview,Open or Active,37.72377502,-122.4031058,POINT (-122.40310583018963 37.723775023598364),Portola,DWIGHT ST \ GIRARD ST
291,1257175,230203440,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,00:00:00,0,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,06:35:00,06:35:00,7021,Vehicle Theft and Recovery,Motor Vehicle Theft,"Vehicle, Stolen, Auto",VI,Vehicle Initial,0,Mission,Open or Active,37.7635716,-122.4173324,POINT (-122.41733240731715 37.76357160254071),Mission,SOUTH VAN NESS AVE \ 17TH ST
292,1257304,230204595,2022-03-22T00:00:00,22,3,March,1,Tuesday,2022,14:00:00,14,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,16:00:00,16:00:00,28160,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Vehicle",II,Initial,0,Bayview,Open or Active,37.72763413,-122.4035929,POINT (-122.4035928907734 37.7276341253869),Portola,BACON ST \ SAN BRUNO AVE
293,1257243,230201632,2023-03-22T00:00:00,22,3,March,2,Wednesday,2023,11:28:00,11,2023-03-22T00:00:00,22,3,March,2,Wednesday,2023,11:30:00,11:30:00,3071,Robbery,Robbery - Other,"Robbery, W/ Gun",IS,Initial Supplement,0,Mission,Open or Active,37.76491738,-122.4218864,POINT (-122.42188644715362 37.76491737717617),Mission,VALENCIA ST \ 16TH ST
294,1257328,230202925,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,17:16:00,17,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,17:59:00,17:59:00,7054,Vehicle Misplaced,Vehicle Misplaced,"Vehicle, Misplaced",VS,Vehicle Supplement,0,Mission,Open or Active,37.76189547,-122.4372987,POINT (-122.43729872108223 37.761895473484444),Castro/Upper Market,MARKET ST \ DIAMOND ST
295,1257189,230203644,2023-03-22T00:00:00,22,3,March,2,Wednesday,2023,17:00:00,17,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,08:36:00,08:36:00,7021,Vehicle Theft and Recovery,Motor Vehicle Theft,"Vehicle, Stolen, Auto",VI,Vehicle Initial,0,Ingleside,Open or Active,37.74717102,-122.4135711,POINT (-122.41357113302529 37.74717101922593),Bernal Heights,FOLSOM ST \ PRECITA AVE
296,1257074,236032746,2023-01-24T00:00:00,24,1,January,1,Tuesday,2023,12:50:00,12,2023-01-25T00:00:00,25,1,January,2,Wednesday,2023,12:09:00,12:09:00,6224,Property Crimes,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",CI,Coplogic Initial,1,Southern,Open or Active,37.78400661,-122.4048648,POINT (-122.40486479517743 37.784006612420036),South of Market,JESSIE EAST ST \ MISSION ST
297,1257276,230204125,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,12:38:00,12,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,12:39:00,12:39:00,64085,Miscellaneous,Other,Investigative Detention,II,Initial,0,Mission,Open or Active,37.76560584,-122.4104867,POINT (-122.41048669029503 37.76560583760297),Mission,16TH ST \ BRYANT ST
298,1257321,230204727,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,13:50:00,13,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,17:15:00,17:15:00,71000,Property Crimes,Lost Property,Lost Property,II,Initial,0,Bayview,Open or Active,37.72127745,-122.4020565,POINT (-122.40205647302719 37.72127745117722),Portola,GIRARD ST \ MANSELL ST
299,1256966,230203315,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,04:05:00,4,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,04:05:00,04:05:00,7041,Vehicle Theft and Recovery,Recovered Vehicle,"Vehicle, Recovered, Auto",IS,Initial Supplement,0,Tenderloin,Cite or Arrest Adult,37.78537597,-122.4162597,POINT (-122.41625970692009 37.78537597388642),Tenderloin,HYDE ST \ OFARRELL ST
300,1256982,236041612,2023-03-03T00:00:00,3,3,March,4,Friday,2023,17:00:00,17,2023-03-03T00:00:00,3,3,March,4,Friday,2023,20:32:00,20:32:00,6372,Property Crimes,Larceny Theft - Other,"Theft, Other Property, $50-$200",CI,Coplogic Initial,1,Central,Open or Active,37.78255838,-122.4384523,POINT (-122.43845230759969 37.782558381546316),Western Addition,BEIDEMAN ST \ OFARRELL ST
301,1256957,230203224,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,01:44:00,1,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,01:50:00,01:50:00,65015,Miscellaneous,Other,"Driving, No License Issued",II,Initial,0,Central,Cite or Arrest Adult,37.7963021,-122.4044122,POINT (-122.40441216196413 37.796302097343386),Chinatown,JACKSON ST \ COLUMBUS AVE
302,1257275,230204078,2023-03-21T00:00:00,21,3,March,1,Tuesday,2023,16:00:00,16,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,12:23:00,12:23:00,19057,Disorderly Conduct,Intimidation,Terrorist Threats,II,Initial,0,Bayview,Open or Active,37.72998041,-122.3888551,POINT (-122.38885511785887 37.72998041447379),Bayview Hunters Point,SHAFTER AVE \ KEITH ST
303,1257152,236050306,2023-03-17T00:00:00,17,3,March,4,Friday,2023,09:00:00,9,2023-03-20T00:00:00,20,3,March,0,Monday,2023,18:22:00,18:22:00,28150,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",CS,Coplogic Supplement,1,Taraval,Open or Active,37.71549087,-122.4833142,POINT (-122.48331422029204 37.715490873206214),Lakeshore,VIDAL DR \ ARBALLO DR
304,1257252,230204056,2023-03-21T00:00:00,21,3,March,1,Tuesday,2023,09:00:00,9,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,12:34:00,12:34:00,9029,Fraudulent Activities,Fraud,False Personation to Receive Money or Property,II,Initial,0,Northern,Open or Active,37.7922169,-122.4294472,POINT (-122.4294471932749 37.79221689701491),Pacific Heights,LAGUNA ST \ WASHINGTON ST
305,1256914,230202248,2023-03-22T00:00:00,22,3,March,2,Wednesday,2023,14:40:00,14,2023-03-22T00:00:00,22,3,March,2,Wednesday,2023,14:40:00,14:40:00,68050,Traffic Collision,Traffic Collision,Traffic Collision,II,Initial,0,Mission,Open or Active,37.76128957,-122.4283541,POINT (-122.4283540660218 37.7612895722579),Castro/Upper Market,CHURCH ST \ 18TH ST
306,1257190,230203581,2023-03-16T00:00:00,16,3,March,3,Thursday,2023,15:40:00,15,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,07:58:00,07:58:00,4134,Assault,Simple Assault,Battery,II,Initial,0,Ingleside,Open or Active,37.7099469,-122.4193478,POINT (-122.41934779895824 37.70994690217588),Visitacion Valley,VELASCO AVE \ SANTOS ST
307,1256992,226218194,2022-11-07T00:00:00,7,11,November,0,Monday,2022,01:30:00,1,2022-11-07T00:00:00,7,11,November,0,Monday,2022,14:48:00,14:48:00,6224,Property Crimes,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",CI,Coplogic Initial,1,Park,Open or Active,37.76937866,-122.4518657,POINT (-122.4518657283479 37.769378662723035),Haight Ashbury,HAIGHT ST \ SHRADER ST
308,1256878,230198578,2023-03-22T00:00:00,22,3,March,2,Wednesday,2023,15:45:00,15,2023-03-22T00:00:00,22,3,March,2,Wednesday,2023,15:45:00,15:45:00,12030,Weapons Offense,Weapons Offense,"Weapon, Deadly, Imitation or Laser Scope, Exhibiting",IS,Initial Supplement,0,Northern,Open or Active,37.78194032,-122.4358137,POINT (-122.43581374227543 37.781940323599706),Western Addition,ELLIS ST \ PIERCE ST
309,1257361,230183610,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,18:11:00,18,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,18:11:00,18:11:00,75025,Miscellaneous,Non-Criminal,Search Warrant Service,IS,Initial Supplement,0,Ingleside,Open or Active,37.74557881,-122.4222183,POINT (-122.42221829226034 37.7455788126339),Noe Valley,SAN JOSE AVE \ 28TH ST \ GUERRERO ST
310,1256953,230203199,2023-03-22T00:00:00,22,3,March,2,Wednesday,2023,17:20:00,17,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,01:24:00,01:24:00,6373,Property Crimes,Larceny Theft - Other,"Theft, Other Property, $200-$950",II,Initial,0,Taraval,Open or Active,37.74701982,-122.4705118,POINT (-122.47051178942746 37.74701981584055),West of Twin Peaks,RIVERA ST \ 14TH AVE
311,1256986,236052164,2023-03-20T00:00:00,20,3,March,0,Monday,2023,19:30:00,19,2023-03-20T00:00:00,20,3,March,0,Monday,2023,20:16:00,20:16:00,6224,Property Crimes,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",CI,Coplogic Initial,1,Taraval,Open or Active,37.76337309,-122.4814088,POINT (-122.48140883785467 37.76337309290054),Sunset/Parkside,23RD AVE \ IRVING ST
312,1257355,230205145,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,19:30:00,19,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,19:43:00,19:43:00,7021,Vehicle Theft and Recovery,Motor Vehicle Theft,"Vehicle, Stolen, Auto",VI,Vehicle Initial,0,Southern,Open or Active,37.78404444,-122.4037118,POINT (-122.40371175457705 37.78404443715923),Financial District/South Beach,04TH ST \ MINNA ST
313,1257303,230204200,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,00:47:00,0,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,13:33:00,13:33:00,5071,Property Crimes,Burglary - Other,"Burglary, Other Bldg., Forcible Entry",II,Initial,0,Central,Open or Active,37.78683451,-122.4123403,POINT (-122.41234030428764 37.7868345113598),Tenderloin,GEARY ST \ SHANNON ST
314,1257255,230203951,2023-03-22T00:00:00,22,3,March,2,Wednesday,2023,19:30:00,19,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,11:51:00,11:51:00,6243,Property Crimes,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",II,Initial,0,Bayview,Open or Active,37.72232177,-122.403574,POINT (-122.4035739696998 37.722321765347836),Portola,OLMSTEAD ST \ BRUSSELS ST
315,1257245,230203531,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,07:08:00,7,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,07:11:00,07:11:00,64020,Miscellaneous,Other,Mental Health Detention,II,Initial,0,Ingleside,Open or Active,37.7102862,-122.4216516,POINT (-122.42165162814439 37.71028620218089),Visitacion Valley,PARQUE DR \ CIELITO DR
316,1257105,226241098,2022-11-10T00:00:00,10,11,November,3,Thursday,2022,06:00:00,6,2022-11-12T00:00:00,12,11,November,5,Saturday,2022,09:33:00,09:33:00,6372,Property Crimes,Larceny Theft - Other,"Theft, Other Property, $50-$200",CI,Coplogic Initial,1,Southern,Open or Active,37.77832683,-122.3965306,POINT (-122.39653063923612 37.7783268304671),South of Market,04TH ST \ BRANNAN ST
317,1257339,230204868,2023-03-22T00:00:00,22,3,March,2,Wednesday,2023,10:30:00,10,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,17:55:00,17:55:00,9024,Fraudulent Activities,Fraud,"Fraudulent Game or Trick, Obtaining Money or Property",II,Initial,0,Tenderloin,Open or Active,37.78456014,-122.407337,POINT (-122.40733704162238 37.784560141211806),Financial District/South Beach,MARKET ST \ POWELL ST
318,1256949,230203149,2023-03-22T00:00:00,22,3,March,2,Wednesday,2023,21:30:00,21,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,00:06:00,00:06:00,6244,Property Crimes,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",II,Initial,0,Southern,Open or Active,37.78757928,-122.399255,POINT (-122.39925504994814 37.78757927640804),Financial District/South Beach,02ND ST \ MINNA ST
319,1256934,230203070,2023-03-21T00:00:00,21,3,March,1,Tuesday,2023,21:00:00,21,2023-03-22T00:00:00,22,3,March,2,Wednesday,2023,09:21:00,09:21:00,5011,Property Crimes,Burglary - Residential,"Burglary, Apartment House, Forcible Entry",II,Initial,0,Mission,Open or Active,37.76363514,-122.4162273,POINT (-122.41622727216804 37.763635136449274),Mission,17TH ST \ SHOTWELL ST
320,1257248,230203826,2023-03-22T00:00:00,22,3,March,2,Wednesday,2023,16:00:00,16,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,10:44:00,10:44:00,6154,Property Crimes,Larceny Theft - Other,"Theft, From Person, >$950 (other than Pickpocket)",II,Initial,0,Ingleside,Open or Active,37.72872955,-122.4312938,POINT (-122.43129384491388 37.72872954740928),Excelsior,SILVER AVE \ MISSION ST
321,1256936,230200941,2023-03-22T00:00:00,22,3,March,2,Wednesday,2023,03:07:00,3,2023-03-22T00:00:00,22,3,March,2,Wednesday,2023,03:07:00,03:07:00,26080,Miscellaneous,Other,Conspiracy,IS,Initial Supplement,0,Ingleside,Cite or Arrest Adult,37.73915252,-122.4311746,POINT (-122.43117462677553 37.739152517187996),Glen Park,BEACON ST \ MIGUEL ST
322,1257362,230205123,2023-03-16T00:00:00,16,3,March,3,Thursday,2023,12:00:00,12,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,17:30:00,17:30:00,28160,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Vehicle",II,Initial,0,Richmond,Open or Active,37.77286365,-122.4777669,POINT (-122.47776694801784 37.77286365480944),Golden Gate Park,FULTON ST \ 19TH AVE
323,1257385,230205424,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,19:00:00,19,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,22:19:00,22:19:00,6244,Property Crimes,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",II,Initial,0,Richmond,Open or Active,37.7829892,-122.4633505,POINT (-122.46335052668974 37.78298920316836),Inner Richmond,05TH AVE \ CLEMENT ST
324,1257169,230196914,2023-03-15T00:00:00,15,3,March,2,Wednesday,2023,04:00:00,4,2023-03-21T00:00:00,21,3,March,1,Tuesday,2023,13:22:00,13:22:00,5073,Property Crimes,Burglary - Other,"Burglary, Other Bldg., Unlawful Entry",CS,Coplogic Supplement,1,Mission,Open or Active,37.76287323,-122.4128988,POINT (-122.41289876473941 37.76287322537526),Mission,MARIPOSA ST \ HARRISON ST
325,1257221,230054754,2023-01-23T00:00:00,23,1,January,0,Monday,2023,20:01:00,20,2023-01-23T00:00:00,23,1,January,0,Monday,2023,21:33:00,21:33:00,3421,Robbery,Robbery - Commercial,"Robbery, Att., Comm. Establ., W/ Gun",IS,Initial Supplement,0,Mission,Cite or Arrest Adult,37.75428677,-122.4111201,POINT (-122.411120125642 37.75428676962897),Mission,23RD ST \ ALABAMA ST
326,1257300,230204551,2023-03-22T00:00:00,22,3,March,2,Wednesday,2023,18:00:00,18,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,15:50:00,15:50:00,6234,Property Crimes,Larceny - Auto Parts,"Theft, Vehicle Strip, >$950",II,Initial,0,Ingleside,Open or Active,37.7152978,-122.4458351,POINT (-122.44583507821511 37.71529779587629),Outer Mission,OTTAWA AVE \ ALEMANY BLVD
327,1257090,226208979,2022-10-25T00:00:00,25,10,October,1,Tuesday,2022,13:48:00,13,2022-10-26T00:00:00,26,10,October,2,Wednesday,2022,16:34:00,16:34:00,6372,Property Crimes,Larceny Theft - Other,"Theft, Other Property, $50-$200",CI,Coplogic Initial,1,Tenderloin,Open or Active,37.78574399,-122.405831,POINT (-122.4058310124795 37.78574398866823),South of Market,04TH ST \ ELLIS ST \ MARKET ST \ STOCKTON ST
328,1257225,230203901,2023-03-07T00:00:00,7,3,March,1,Tuesday,2023,23:30:00,23,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,11:38:00,11:38:00,28160,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Vehicle",II,Initial,0,Mission,Open or Active,37.76548981,-122.4124164,POINT (-122.41241642692775 37.765489808055165),Mission,ALABAMA ST \ 16TH ST
329,1257284,230204363,2023-02-22T00:00:00,22,2,February,2,Wednesday,2023,16:00:00,16,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,14:34:00,14:34:00,7025,Vehicle Theft and Recovery,Motor Vehicle Theft,"Vehicle, Stolen, Truck",VI,Vehicle Initial,0,Taraval,Open or Active,37.7566297,-122.4647207,POINT (-122.46472068685097 37.75662969537705),Inner Sunset,08TH AVE \ MORAGA ST
330,1257360,230176392,2023-03-12T00:00:00,12,3,March,6,Sunday,2023,22:10:00,22,2023-03-12T00:00:00,12,3,March,6,Sunday,2023,22:17:00,22:17:00,5042,Property Crimes,Burglary - Residential,"Burglary, Residence, Att. Forcible Entry",IS,Initial Supplement,0,Mission,Open or Active,37.75720271,-122.4301293,POINT (-122.43012931619916 37.75720270579642),Castro/Upper Market,SANCHEZ ST \ LIBERTY ST
331,1257341,230204692,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,16:46:00,16,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,16:58:00,16:58:00,64020,Miscellaneous,Other,Mental Health Detention,II,Initial,0,Taraval,Open or Active,37.73833252,-122.4979282,POINT (-122.49792821031707 37.738332519103146),Sunset/Parkside,VICENTE ST \ 40TH AVE
332,1257260,230204222,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,11:50:00,11,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,13:47:00,13:47:00,6244,Property Crimes,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",II,Initial,0,Northern,Open or Active,37.80163321,-122.4478196,POINT (-122.44781957435478 37.80163320684868),Marina,LYON ST \ BAY ST \ PALACE DR
333,1257302,230203741,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,09:39:00,9,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,09:39:00,09:39:00,51050,Miscellaneous,Non-Criminal,"Aided case, Naloxone Deployment",II,Initial,0,Tenderloin,Open or Active,37.78000587,-122.4119334,POINT (-122.41193341005338 37.780005867994824),South of Market,STEVENSON ST \ 07TH ST \ ODD FELLOWS WAY
334,1256956,230203202,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,01:23:00,1,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,01:30:00,01:30:00,12015,Weapons Offense,Weapons Offense,"Weapon, Carrying Concealed",II,Initial,0,Tenderloin,Cite or Arrest Adult,37.78000587,-122.4119334,POINT (-122.41193341005338 37.780005867994824),South of Market,STEVENSON ST \ 07TH ST \ ODD FELLOWS WAY
335,1257297,230204432,2023-02-06T00:00:00,6,2,February,0,Monday,2023,14:00:00,14,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,15:11:00,15:11:00,64070,Suspicious,Suspicious Occ,Suspicious Occurrence,II,Initial,0,Northern,Open or Active,37.78049626,-122.4321404,POINT (-122.43214039079034 37.78049625961115),Western Addition,FILLMORE ST \ TURK ST
336,1257299,230204175,2023-03-22T00:00:00,22,3,March,2,Wednesday,2023,16:00:00,16,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,13:21:00,13:21:00,5151,Property Crimes,Burglary - Other,"Burglary, Non-residential, Forcible Entry",II,Initial,0,Central,Open or Active,37.80727587,-122.4156164,POINT (-122.41561643757444 37.80727586975037),North Beach,TAYLOR ST \ BEACH ST
337,1257330,230204802,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,17:45:00,17,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,17:48:00,17:48:00,6151,Property Crimes,Larceny Theft - Other,"Theft, From Person, <$50 (other than Pickpocket)",II,Initial,0,Tenderloin,Open or Active,37.77871943,-122.4147412,POINT (-122.4147412230519 37.77871942789032),Tenderloin,08TH ST \ GROVE ST \ HYDE ST \ MARKET ST
338,1257362,230205123,2023-03-16T00:00:00,16,3,March,3,Thursday,2023,12:00:00,12,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,17:30:00,17:30:00,5141,Property Crimes,Burglary - Residential,"Burglary, Residence Under Constr, Forcible Entry",II,Initial,0,Richmond,Open or Active,37.77286365,-122.4777669,POINT (-122.47776694801784 37.77286365480944),Golden Gate Park,FULTON ST \ 19TH AVE
339,1257160,220735867,2022-10-25T00:00:00,25,10,October,1,Tuesday,2022,08:15:00,8,2022-11-07T00:00:00,7,11,November,0,Monday,2022,08:40:00,08:40:00,6244,Property Crimes,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",CS,Coplogic Supplement,1,Southern,Open or Active,37.78184617,-122.3920775,POINT (-122.3920774505126 37.78184616921501),Financial District/South Beach,02ND ST \ BRANNAN ST
340,1257107,226241474,2022-12-07T00:00:00,7,12,December,2,Wednesday,2022,10:00:00,10,2022-12-14T00:00:00,14,12,December,2,Wednesday,2022,16:20:00,16:20:00,6374,Property Crimes,Larceny Theft - Other,"Theft, Other Property, >$950",CI,Coplogic Initial,1,Southern,Open or Active,37.7892347,-122.3951509,POINT (-122.39515093292349 37.78923469828019),Financial District/South Beach,FREMONT ST \ HOWARD ST
341,1257347,220871831,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,16:44:00,16,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,16:44:00,16:44:00,7041,Vehicle Theft and Recovery,Recovered Vehicle,"Vehicle, Recovered, Auto",VS,Vehicle Supplement,0,Bayview,Open or Active,37.7292545,-122.3725836,POINT (-122.37258355600144 37.72925450421249),Bayview Hunters Point,JERROLD AVE \ EARL ST
342,1257039,226241383,2022-11-17T00:00:00,17,11,November,3,Thursday,2022,19:00:00,19,2022-12-14T00:00:00,14,12,December,2,Wednesday,2022,17:37:00,17:37:00,6374,Property Crimes,Larceny Theft - Other,"Theft, Other Property, >$950",CI,Coplogic Initial,1,Southern,Open or Active,37.77250282,-122.4226197,POINT (-122.42261969178954 37.77250281646585),Mission,VALENCIA ST \ MARKET ST
343,1257054,236031679,2023-02-17T00:00:00,17,2,February,4,Friday,2023,21:00:00,21,2023-02-20T00:00:00,20,2,February,0,Monday,2023,12:11:00,12:11:00,6244,Property Crimes,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",CI,Coplogic Initial,1,Richmond,Open or Active,37.78907139,-122.447148,POINT (-122.44714800923545 37.78907138655512),Presidio Heights,PRESIDIO AVE \ CLAY ST
344,1257392,230205468,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,21:00:00,21,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,21:30:00,21:30:00,72000,Miscellaneous,Non-Criminal,Found  Property,II,Initial,0,Mission,Open or Active,37.7569686,-122.4200111,POINT (-122.42001109885577 37.7569686010414),Mission,BARTLETT ST \ 21ST ST
345,1257078,236033186,2023-02-20T00:00:00,20,2,February,0,Monday,2023,16:30:00,16,2023-02-23T00:00:00,23,2,February,3,Thursday,2023,14:39:00,14:39:00,6372,Property Crimes,Larceny Theft - Other,"Theft, Other Property, $50-$200",CI,Coplogic Initial,1,Bayview,Open or Active,37.73322326,-122.3912445,POINT (-122.3912444943072 37.73322326126074),Bayview Hunters Point,03RD ST \ QUESADA AVE
346,1257101,226238738,2022-12-07T00:00:00,7,12,December,2,Wednesday,2022,04:22:00,4,2022-12-07T00:00:00,7,12,December,2,Wednesday,2022,11:52:00,11:52:00,6244,Property Crimes,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",CI,Coplogic Initial,1,Bayview,Open or Active,37.72197343,-122.4100006,POINT (-122.41000055237578 37.721973433571016),Portola,DWIGHT ST \ DARTMOUTH ST
347,1257343,230205032,2023-03-20T00:00:00,20,3,March,0,Monday,2023,17:00:00,17,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,19:00:00,19:00:00,5143,Property Crimes,Burglary - Residential,"Burglary, Residence Under Constr, Unlawful Entry",II,Initial,0,Taraval,Open or Active,37.74883627,-122.4717492,POINT (-122.47174916523555 37.748836266858895),Inner Sunset,FANNING WAY \ 15TH AVE \ QUINTARA ST
348,1257161,226186018,2022-09-29T00:00:00,29,9,September,3,Thursday,2022,10:45:00,10,2022-10-30T00:00:00,30,10,October,6,Sunday,2022,22:29:00,22:29:00,6372,Property Crimes,Larceny Theft - Other,"Theft, Other Property, $50-$200",CS,Coplogic Supplement,1,Tenderloin,Open or Active,37.77654089,-122.4175015,POINT (-122.41750146383842 37.77654089269352),Tenderloin,FELL ST \ 10TH ST \ MARKET ST \ POLK ST
349,1256974,226209400,2022-11-05T00:00:00,5,11,November,5,Saturday,2022,12:23:00,12,2022-11-05T00:00:00,5,11,November,5,Saturday,2022,19:33:00,19:33:00,6372,Property Crimes,Larceny Theft - Other,"Theft, Other Property, $50-$200",CI,Coplogic Initial,1,Mission,Open or Active,37.76505134,-122.419669,POINT (-122.41966897380142 37.76505133632968),Mission,16TH ST \ MISSION ST
